;Unnamed: 0;flavordb_id;smiles;applicability_domain;bitter_prob;sweet_prob;SMILES_check;Std_SMILES;Parent_SMILES
0;0;7583;C1=CC=C(C=C1)OC2=CC=CC=C2;True;0.516086934739389;0.7812617975326659;c1ccc(Oc2ccccc2)cc1;c1ccc(Oc2ccccc2)cc1;c1ccc(Oc2ccccc2)cc1
1;1;8868;CCOC(=O)CC(=O)C;True;0.0244658471490701;0.98461181305941;CCOC(=O)CC(C)=O;CCOC(=O)CC(C)=O;CCOC(=O)CC(C)=O
2;2;10867438;CC1(C2CCC3(C2)C(C1=C)CCC3=O)C;True;0.5778126293995861;0.0935721865830605;C=C1C2CCC(=O)C23CCC(C3)C1(C)C;C=C1C2CCC(=O)C23CCC(C3)C1(C)C;C=C1C2CCC(=O)C23CCC(C3)C1(C)C
3;3;5365706;CCC=CCC=CCCO;True;0.1186375641603996;0.7891555279766003;CCC=CCC=CCCO;CCC=CCC=CCCO;CCC=CCC=CCCO
4;4;61989;CC(=O)CCSCCC(=O)C;True;0.2745147361364504;0.983181484883454;CC(=O)CCSCCC(C)=O;CC(=O)CCSCCC(C)=O;CC(=O)CCSCCC(C)=O
5;5;98492;CCCCCOC(=O)CC1=CC=CC=C1;True;0.0285425843488149;0.9493087938763844;CCCCCOC(=O)Cc1ccccc1;CCCCCOC(=O)Cc1ccccc1;CCCCCOC(=O)Cc1ccccc1
6;6;5364430;CCCCCCCCC=CCCCCCCCC(=O)OCC;True;0.6757283636626513;0.43129054189158;CCCCCCCCC=CCCCCCCCC(=O)OCC;CCCCCCCCC=CCCCCCCCC(=O)OCC;CCCCCCCCC=CCCCCCCCC(=O)OCC
7;7;21918450;CCCCC(CC)CCC=O;True;0.2454081062665999;0.5229099834986769;CCCCC(CC)CCC=O;CCCCC(CC)CCC=O;CCCCC(CC)CCC=O
8;8;8698;CCCCOC(=O)C1=CC=CC=C1;True;0.0246692564388534;0.9538563122889264;CCCCOC(=O)c1ccccc1;CCCCOC(=O)c1ccccc1;CCCCOC(=O)c1ccccc1
9;9;5365909;CCC=C(C)C(=O)O;True;0.0647146148420156;0.9638372599729912;CCC=C(C)C(=O)O;CCC=C(C)C(=O)O;CCC=C(C)C(=O)O
10;10;22873;CCCCCCOC(=O)CCCCC;True;0.0144745396248165;0.8944365039467235;CCCCCCOC(=O)CCCCC;CCCCCCOC(=O)CCCCC;CCCCCCOC(=O)CCCCC
11;11;5358336;CCCCC=CC(C)O;True;0.1640267453050336;0.9484307329780252;CCCCC=CC(C)O;CCCCC=CC(C)O;CCCCC=CC(C)O
12;12;6435835;CCCCCC(=CC1=CC=CC=C1)COC(=O)CC(C)C;True;0.3098358725564977;0.929963668901002;CCCCCC(=Cc1ccccc1)COC(=O)CC(C)C;CCCCCC(=Cc1ccccc1)COC(=O)CC(C)C;CCCCCC(=Cc1ccccc1)COC(=O)CC(C)C
13;13;8129;CCCCCCCO;True;0.2740897797005312;0.9366807443028122;CCCCCCCO;CCCCCCCO;CCCCCCCO
14;14;61976;CC1=NC=C(S1)OC;True;0.515474932257132;0.8355680674507036;COc1cnc(C)s1;COc1cnc(C)s1;COc1cnc(C)s1
15;15;5284507;CC(=CCCC(=CCCC(C)(C=C)O)C)C;True;0.0827260335065458;0.9189613087910632;C=CC(C)(O)CCC=C(C)CCC=C(C)C;C=CC(C)(O)CCC=C(C)CCC=C(C)C;C=CC(C)(O)CCC=C(C)CCC=C(C)C
16;16;5363388;CCC=CCCOC(=O)C;True;0.0096624471121902;0.944858675977712;CCC=CCCOC(C)=O;CCC=CCCOC(C)=O;CCC=CCCOC(C)=O
17;17;8883;CC(C)(C#CC(C)(C)O)O;True;0.3481232119032591;0.940208998429184;CC(C)(O)C#CC(C)(C)O;CC(C)(O)C#CC(C)(C)O;CC(C)(O)C#CC(C)(C)O
18;18;89560;CCCCCCC(C=C)O;True;0.1468036025564594;0.9655557009070224;C=CC(O)CCCCCC;C=CC(O)CCCCCC;C=CC(O)CCCCCC
19;19;170833;CC1CCC(C(C1)O)C(=C)C;True;0.1926796374434101;0.6027448679730679;C=C(C)C1CCC(C)CC1O;C=C(C)C1CCC(C)CC1O;C=C(C)C1CCC(C)CC1O
20;20;7781;CCC(=O)OCCC(C)CCCC(=C)C;True;0.2008960588605777;0.8372852980021099;C=C(C)CCCC(C)CCOC(=O)CC;C=C(C)CCCC(C)CCOC(=O)CC;C=C(C)CCCC(C)CCOC(=O)CC
21;21;670;C(C(=O)CO)O;True;0.0662088863493884;0.7123309390217833;O=C(CO)CO;O=C(CO)CO;O=C(CO)CO
22;22;25311;CCCCCCCCCCCCC=O;True;0.6912499967249415;0.4077852727696318;CCCCCCCCCCCCC=O;CCCCCCCCCCCCC=O;CCCCCCCCCCCCC=O
23;23;7795;CCCC(=O)OCCC(C)C;True;0.0249027125401306;0.9636097329375184;CCCC(=O)OCCC(C)C;CCCC(=O)OCCC(C)C;CCCC(=O)OCCC(C)C
24;24;61235;CCCCCCC(=O)CC;True;0.1392975370500138;0.975864079864041;CCCCCCC(=O)CC;CCCCCCC(=O)CC;CCCCCCC(=O)CC
25;25;880;CC(=O)C=O;True;0.0770967234265354;0.720844092592666;CC(=O)C=O;CC(=O)C=O;CC(=O)C=O
26;26;102916;CCCCC(CC)C(=O)OCC;True;0.0348106467748063;0.9605778092761968;CCCCC(CC)C(=O)OCC;CCCCC(CC)C(=O)OCC;CCCCC(CC)C(=O)OCC
27;27;12581;C1=CC=C(C=C1)CCC#N;True;0.4632665129186108;0.9397605547524724;N#CCCc1ccccc1;N#CCCc1ccccc1;N#CCCc1ccccc1
28;28;6429039;CC(C)CC(=O)OCC=C(C)CCC=C(C)C;True;0.436630396795431;0.8367875051588775;CC(C)=CCCC(C)=CCOC(=O)CC(C)C;CC(C)=CCCC(C)=CCOC(=O)CC(C)C;CC(C)=CCCC(C)=CCOC(=O)CC(C)C
29;29;1549018;CCC=CCC1=C(CCC1=O)C;True;0.5488929665838846;0.9677930432393186;CCC=CCC1=C(C)CCC1=O;CCC=CCC1=C(C)CCC1=O;CCC=CCC1=C(C)CCC1=O
30;30;61209;CC1CCC(=O)C1=O;True;0.0476099887373173;0.9327408059193047;CC1CCC(=O)C1=O;CC1CCC(=O)C1=O;CC1CCC(=O)C1=O
31;31;5270647;CCCOC(=O)C=CC1=CC=CC=C1;True;0.0271681280706356;0.9051426604079305;CCCOC(=O)C=Cc1ccccc1;CCCOC(=O)C=Cc1ccccc1;CCCOC(=O)C=Cc1ccccc1
32;32;65084;C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)O;True;0.8856188178927182;0.4425802828925006;Oc1cc(O)c2c(c1)OC(c1cc(O)c(O)c(O)c1)C(O)C2;Oc1cc(O)c2CC(O)C(c3cc(O)c(O)c(O)c3)Oc2c1;Oc1cc(O)c2CC(O)C(c3cc(O)c(O)c(O)c3)Oc2c1
33;33;11469606;CCC=CCCC=CC(=O)NC1CC1;True;0.3009763226613799;0.9350798732434924;CCC=CCCC=CC(=O)NC1CC1;CCC=CCCC=CC(=O)NC1CC1;CCC=CCCC=CC(=O)NC1CC1
34;34;7742;CCCC1CCC(=O)O1;True;0.0274531875821659;0.9760660450346732;CCCC1CCC(=O)O1;CCCC1CCC(=O)O1;CCCC1CCC(=O)O1
35;35;88454;CCCCCCOC(=O)CC;True;0.0299060777531631;0.9903700089955282;CCCCCCOC(=O)CC;CCCCCCOC(=O)CC;CCCCCCOC(=O)CC
36;36;8471;CCN(CC)CC;True;0.6417708333333333;0.0017582212450148;CCN(CC)CC;CCN(CC)CC;CCN(CC)CC
37;37;61590;CCC(=O)CC(=O)C(=O)OCC;True;0.1213788449989534;0.9800516423111816;CCOC(=O)C(=O)CC(=O)CC;CCOC(=O)C(=O)CC(=O)CC;CCOC(=O)C(=O)CC(=O)CC
38;38;6448;CC(=O)OC1CC2CCC1(C2(C)C)C;True;0.3163372999297122;0.3718365097055802;CC(=O)OC1CC2CCC1(C)C2(C)C;CC(=O)OC1CC2CCC1(C)C2(C)C;CC(=O)OC1CC2CCC1(C)C2(C)C
39;39;12230;CCSC;True;0.18968458781362;0.7942347383211783;CCSC;CCSC;CCSC
40;40;10341;C1C=CC(=O)O1;True;0.2539780342005204;0.4848307332919642;O=C1C=CCO1;O=C1C=CCO1;O=C1C=CCO1
41;41;16724;CC1=CCC(CC1=O)C(=C)C;True;0.0986784755826575;0.7044073860241442;C=C(C)C1CC=C(C)C(=O)C1;C=C(C)C1CC=C(C)C(=O)C1;C=C(C)C1CC=C(C)C(=O)C1
42;42;44338426;C=CCC1=CC=C(C=C1)OC2C(C(C(C(O2)CO)O)O)O;True;0.5898566280191525;0.4813523026583155;C=CCc1ccc(OC2OC(CO)C(O)C(O)C2O)cc1;C=CCc1ccc(OC2OC(CO)C(O)C(O)C2O)cc1;C=CCc1ccc(OC2OC(CO)C(O)C(O)C2O)cc1
43;43;75320;CCCCCCCCCC(=O)OCCC(C)C;True;0.1647061903519572;0.8276832221436448;CCCCCCCCCC(=O)OCCC(C)C;CCCCCCCCCC(=O)OCCC(C)C;CCCCCCCCCC(=O)OCCC(C)C
44;44;7193;CC(C)CCOC(=O)C1=CC=CC=C1;True;0.0210484483926114;0.861386795057773;CC(C)CCOC(=O)c1ccccc1;CC(C)CCOC(=O)c1ccccc1;CC(C)CCOC(=O)c1ccccc1
45;45;31210;CCCCOC(=O)CC1=CC=CC=C1;True;0.0155998957175674;0.9694694796470346;CCCCOC(=O)Cc1ccccc1;CCCCOC(=O)Cc1ccccc1;CCCCOC(=O)Cc1ccccc1
46;46;61341;C1=CC=C2C(=C1)C=C(O2)C=O;True;0.8741337726521976;0.2003139808074631;O=Cc1cc2ccccc2o1;O=Cc1cc2ccccc2o1;O=Cc1cc2ccccc2o1
47;47;7187;C1=CC=C(C=C1)C(=O)OOC(=O)C2=CC=CC=C2;True;0.1703949806100946;0.2393356520688047;O=C(OOC(=O)c1ccccc1)c1ccccc1;O=C(OOC(=O)c1ccccc1)c1ccccc1;O=C(OOC(=O)c1ccccc1)c1ccccc1
48;48;70264;COC1=CCCCC1;True;0.2854914124993188;0.9238467157723528;COC1=CCCCC1;COC1=CCCCC1;COC1=CCCCC1
49;49;5960;C(C(C(=O)O)N)C(=O)O;True;0.0937707153747046;0.9886337646674108;NC(CC(=O)O)C(=O)O;NC(CC(=O)O)C(=O)O;NC(CC(=O)O)C(=O)O
50;50;62106;CC1=CC(=C(O1)C)SC(=O)C2=CC=CO2;True;0.4112582030330152;0.5680746608036997;Cc1cc(SC(=O)c2ccco2)c(C)o1;Cc1cc(SC(=O)c2ccco2)c(C)o1;Cc1cc(SC(=O)c2ccco2)c(C)o1
51;51;2969;CCCCCCCCCC(=O)O;True;0.1539160766085649;0.8693271563729017;CCCCCCCCCC(=O)O;CCCCCCCCCC(=O)O;CCCCCCCCCC(=O)O
52;52;5364752;CCC=CC=O;True;0.0459599744310835;0.9651714726179136;CCC=CC=O;CCC=CC=O;CCC=CC=O
53;53;6428535;CC1=CC2C(CC1)C(=CCCC2(C)C)C;True;0.4019023268398268;0.0815949918861751;CC1=CC2C(CC1)C(C)=CCCC2(C)C;CC1=CC2C(CC1)C(C)=CCCC2(C)C;CC1=CC2C(CC1)C(C)=CCCC2(C)C
54;54;36225;CCC1=CN=C(C(=N1)C)CC;True;0.4773346557495254;0.2992753602392676;CCc1cnc(CC)c(C)n1;CCc1cnc(CC)c(C)n1;CCc1cnc(CC)c(C)n1
55;55;7150;COC(=O)C1=CC=CC=C1;True;0.129443083859961;0.8301101138379652;COC(=O)c1ccccc1;COC(=O)c1ccccc1;COC(=O)c1ccccc1
56;56;524461;CC(=C)C1CCC(=C)C(C1)OC(=O)C;True;0.0532724341013908;0.3459021475591642;C=C(C)C1CCC(=C)C(OC(C)=O)C1;C=C(C)C1CCC(=C)C(OC(C)=O)C1;C=C(C)C1CCC(=C)C(OC(C)=O)C1
57;57;12344;CC(C)CCCC(=O)O;True;0.1207537360413515;0.8232355394139653;CC(C)CCCC(=O)O;CC(C)CCCC(=O)O;CC(C)CCCC(=O)O
58;58;6514;C(CS)C(=O)O;True;0.2260800160971308;0.9843647917201602;O=C(O)CCS;O=C(O)CCS;O=C(O)CCS
59;59;246929;CCOC(=O)C(CC1=CC=CC=C1)C(=O)C;True;0.1985810935452775;0.8480900625657309;CCOC(=O)C(Cc1ccccc1)C(C)=O;CCOC(=O)C(Cc1ccccc1)C(C)=O;CCOC(=O)C(Cc1ccccc1)C(C)=O
60;60;5364578;CCCC=CC(=O)C;True;0.0478599433731406;0.9641596540211236;CCCC=CC(C)=O;CCCC=CC(C)=O;CCCC=CC(C)=O
61;61;21159448;CCOC(=O)CCC=CCC=C;True;0.0586901642838314;0.9498092489495528;C=CCC=CCCC(=O)OCC;C=CCC=CCCC(=O)OCC;C=CCC=CCCC(=O)OCC
62;62;5352974;CCCCC(=O)OCC=CCCC;True;0.0077906569279251;0.9472672801612788;CCCC=CCOC(=O)CCCC;CCCC=CCOC(=O)CCCC;CCCC=CCOC(=O)CCCC
63;63;98280;C=CCSCC(C(=O)O)N;True;0.2846721327625984;0.9632724736089954;C=CCSCC(N)C(=O)O;C=CCSCC(N)C(=O)O;C=CCSCC(N)C(=O)O
64;64;235284;CC1(C2CC(=O)C3(C(C24COC(=O)CC4O1)CCC5(C36C(O6)C(=O)OC5C7=COC=C7)C)C)C;True;0.985;0.0339181827455609;CC1(C)OC2CC(=O)OCC23C1CC(=O)C1(C)C3CCC2(C)C(c3ccoc3)OC(=O)C3OC321;CC1(C)OC2CC(=O)OCC23C1CC(=O)C1(C)C3CCC2(C)C(c3cocc3)OC(=O)C3OC321;CC1(C)OC2CC(=O)OCC23C1CC(=O)C1(C)C3CCC2(C)C(c3cocc3)OC(=O)C3OC321
65;65;5363203;CCCCC=CCOC(=O)C;True;0.0381047651713429;0.9587519654874692;CCCCC=CCOC(C)=O;CCCCC=CCOC(C)=O;CCCCC=CCOC(C)=O
66;66;539829;CC(C)C(=O)OC1=C(C=C(C=C1)C=O)OC;True;0.0659116637184679;0.7207479922608812;COc1cc(C=O)ccc1OC(=O)C(C)C;COc1c(OC(=O)C(C)C)ccc(C=O)c1;COc1c(OC(=O)C(C)C)ccc(C=O)c1
67;67;12813;CCCCCCC1CCC(=O)O1;True;0.0191923543459561;0.9755221715653936;CCCCCCC1CCC(=O)O1;CCCCCCC1CCC(=O)O1;CCCCCCC1CCC(=O)O1
68;68;14286;CC(=O)C1=CC=CC=N1;True;0.6173499184994662;0.4023032580094773;CC(=O)c1ccccn1;CC(=O)c1ccccn1;CC(=O)c1ccccn1
69;69;6919;C1=COC(=C1)C(=O)O;True;0.2145497169033983;0.4207029560961073;O=C(O)c1ccco1;O=C(O)c1ccco1;O=C(O)c1ccco1
70;70;11467;CC(=C1CCC(CC1)(C)O)C;True;0.1794486974534724;0.6089112221621646;CC(C)=C1CCC(C)(O)CC1;CC(C)=C1CCC(C)(O)CC1;CC(C)=C1CCC(C)(O)CC1
71;71;17016;CC1=C(C(=C(C=C1)C)O)C;True;0.2437913485396462;0.7858409774426124;Cc1ccc(C)c(O)c1C;Cc1c(C)c(O)c(C)cc1;Cc1c(C)c(O)c(C)cc1
72;72;53654;CC1N=C(CO1)C;True;0.5007477570861736;0.5959235179485808;CC1=NC(C)OC1;CC1=NC(C)OC1;CC1=NC(C)OC1
73;73;6428938;CC(CC(=O)C)SC;True;0.1179391980804631;0.9990973214518436;CSC(C)CC(C)=O;CSC(C)CC(C)=O;CSC(C)CC(C)=O
74;74;86733;CC1COC(O1)CC(C)C;True;0.1885792985008555;0.8603010537393129;CC(C)CC1OCC(C)O1;CC(C)CC1OCC(C)O1;CC(C)CC1OCC(C)O1
75;75;10037;C=C=C;True;0.461111111111111;0.0022619458754677;C=C=C;C=C=C;C=C=C
76;76;5283308;CC=CCCC=O;True;0.0251813090642882;0.972054411843777;CC=CCCC=O;CC=CCCC=O;CC=CCCC=O
77;77;12146;CC(=O)OC1CCCCC1;True;0.0252926773869279;0.9442167584760052;CC(=O)OC1CCCCC1;CC(=O)OC1CCCCC1;CC(=O)OC1CCCCC1
78;78;8049;CCOC(=O)CCCCCCCCC(=O)OCC;True;0.306797320649511;0.261001368079192;CCOC(=O)CCCCCCCCC(=O)OCC;CCOC(=O)CCCCCCCCC(=O)OCC;CCOC(=O)CCCCCCCCC(=O)OCC
79;79;574068;CC1=C(OC(=N1)CC(C)C)C;True;0.3857908960530575;0.4779429679312056;Cc1nc(CC(C)C)oc1C;Cc1c(C)oc(CC(C)C)n1;Cc1c(C)oc(CC(C)C)n1
80;80;82227;CC1=CCC2CC1C2(C)C;True;0.4367079124579126;0.1792821244339433;CC1=CCC2CC1C2(C)C;CC1=CCC2CC1C2(C)C;CC1=CCC2CC1C2(C)C
81;81;605629;CC(C)(C)C1=CC=C(C=C1)CC(=O)OC;True;0.1258396751824849;0.7859856650346564;COC(=O)Cc1ccc(C(C)(C)C)cc1;COC(=O)Cc1ccc(C(C)(C)C)cc1;COC(=O)Cc1ccc(C(C)(C)C)cc1
82;82;10857465;CC1(CCCC2(C1CCC3(C2CCO3)C)C)C;True;0.5620433826562641;0.4914029949929859;CC1(C)CCCC2(C)C1CCC1(C)OCCC12;CC1(C)CCCC2(C)C1CCC1(C)OCCC12;CC1(C)CCCC2(C)C1CCC1(C)OCCC12
83;83;6386721;CCC(=O)OCC=CC=CC;True;0.0375207045025287;0.9836876070961428;CC=CC=CCOC(=O)CC;CC=CC=CCOC(=O)CC;CC=CC=CCOC(=O)CC
84;84;8048;CCCCCCCCCC(=O)OCC;True;0.0190946932486465;0.957956251948972;CCCCCCCCCC(=O)OCC;CCCCCCCCCC(=O)OCC;CCCCCCCCCC(=O)OCC
85;85;5364586;CCCCC=CC=CCO;True;0.0978064793195123;0.9482122071448824;CCCCC=CC=CCO;CCCCC=CC=CCO;CCCCC=CC=CCO
86;86;24393;[O-]S(=O)(=O)[O-].[Fe+2];True;0.7508771367521367;3.2657272697214656e-11;O=S(=O)([O-])[O-].[Fe+2];O=S(=O)([O-])[O-].[Fe+2];O=S(=O)([O-])[O-].[Fe+2]
87;87;7409;CC(C1=CC=CC=C1)O;True;0.2082902609149707;0.6835569901416277;CC(O)c1ccccc1;CC(O)c1ccccc1;CC(O)c1ccccc1
88;88;15600;CCCCCCCCCC;True;0.4229706881168741;0.6103213731277028;CCCCCCCCCC;CCCCCCCCCC;CCCCCCCCCC
89;89;10778;CC1=CC=CC=C1OC(=O)C;True;0.1018564568741618;0.9171571892171518;CC(=O)Oc1ccccc1C;CC(=O)Oc1ccccc1C;CC(=O)Oc1ccccc1C
90;90;5283321;CCC=CC=CC=O;True;0.0271529102239976;0.9494910626171974;CCC=CC=CC=O;CCC=CC=CC=O;CCC=CC=CC=O
91;91;1042026;COC1=C(C=C(C=C1)CCNC(=O)C=CC2=CC(=C(C=C2)OC)OC)OC;True;0.7207976198113812;0.0577544847671127;COc1ccc(C=CC(=O)NCCc2ccc(OC)c(OC)c2)cc1OC;COc1c(OC)cc(C=CC(=O)NCCc2cc(OC)c(OC)cc2)cc1;COc1c(OC)cc(C=CC(=O)NCCc2cc(OC)c(OC)cc2)cc1
92;92;8712;CC1=CC=CC=C1S;True;0.5529330562554529;0.2950707823849636;Cc1ccccc1S;Cc1ccccc1S;Cc1ccccc1S
93;93;5281522;CC1=CCCC(=C)C2CC(C2CC1)(C)C;True;0.4107470238095237;0.2816906073845253;C=C1CCC=C(C)CCC2C1CC2(C)C;C=C1CCC=C(C)CCC2C1CC2(C)C;C=C1CCC=C(C)CCC2C1CC2(C)C
94;94;15172;CC(C=CC1=CC=CC=C1)O;True;0.1075310719460811;0.9236718855240376;CC(O)C=Cc1ccccc1;CC(O)C=Cc1ccccc1;CC(O)C=Cc1ccccc1
95;95;5283335;CCCCCCC=CC=O;True;0.1088975115061723;0.8601457426072102;CCCCCCC=CC=O;CCCCCCC=CC=O;CCCCCCC=CC=O
96;96;71586811;C1C2C1C(=O)OC3=CC=CC=C23;True;0.3871208600525981;0.973155424790181;O=C1Oc2ccccc2C2CC12;O=C1Oc2ccccc2C2CC12;O=C1Oc2ccccc2C2CC12
97;97;7353;CCCCOC(=O)C(C)C;True;0.0493577638799064;0.9869118942891872;CCCCOC(=O)C(C)C;CCCCOC(=O)C(C)C;CCCCOC(=O)C(C)C
98;98;8060;CCCCCN;True;0.5105657886056334;0.9522048938755964;CCCCCN;CCCCCN;CCCCCN
99;99;441005;CC1=CC2C(CCC(=C2CC1)C)C(C)C;True;0.422769307081807;0.0531751571329133;CC1=CC2C(=C(C)CCC2C(C)C)CC1;CC1=CC2C(=C(C)CCC2C(C)C)CC1;CC1=CC2C(=C(C)CCC2C(C)C)CC1
100;100;5366352;CCC=CCCOC(C)OCC;True;0.0597247724616957;0.8007708839078849;CCC=CCCOC(C)OCC;CCC=CCCOC(C)OCC;CCC=CCCOC(C)OCC
101;101;5369061;CCCC=CC(=O)CC;True;0.0680698814196757;0.9751066890730272;CCCC=CC(=O)CC;CCCC=CC(=O)CC;CCCC=CC(=O)CC
102;102;443160;CC1=CCC(C=C1)C(C)C;True;0.4902710568252842;0.3300368368634441;CC1=CCC(C(C)C)C=C1;CC1=CCC(C(C)C)C=C1;CC1=CCC(C(C)C)C=C1
103;103;53472027;CCC(C)C(C(=O)OC)N.Cl;True;0.3849028227214573;0.737306156873773;CCC(C)C(N)C(=O)OC.Cl;CCC(C)C(N)C(=O)OC.Cl;CCC(C)C(N)C(=O)OC
104;104;261;CCCC=O;True;0.1367984188076398;0.9958192504144652;CCCC=O;CCCC=O;CCCC=O
105;105;5284499;CCCCCCCCC=CCCCCCCCCO;True;0.6838825204600752;0.0830664949002152;CCCCCCCCC=CCCCCCCCCO;CCCCCCCCC=CCCCCCCCCO;CCCCCCCCC=CCCCCCCCCO
106;106;6930;CCC1=CC2=C(C=C1C(=O)C)C(CCC2(C)C)(C)C;True;0.529351132393752;0.9775106124967952;CCc1cc2c(cc1C(C)=O)C(C)(C)CCC2(C)C;CCc1cc2c(cc1C(C)=O)C(C)(C)CCC2(C)C;CCc1cc2c(cc1C(C)=O)C(C)(C)CCC2(C)C
107;107;61156;C1=CC=C(C=C1)C(=O)OCC(COC(=O)C2=CC=CC=C2)OC(=O)C3=CC=CC=C3;True;0.5196153846153846;0.0779038276164477;O=C(OCC(COC(=O)c1ccccc1)OC(=O)c1ccccc1)c1ccccc1;O=C(OCC(COC(=O)c1ccccc1)OC(=O)c1ccccc1)c1ccccc1;O=C(OCC(COC(=O)c1ccccc1)OC(=O)c1ccccc1)c1ccccc1
108;108;29933357;CCC(=O)OCCC1=C(N=CS1)C;True;0.3687943821204768;0.9685718748467674;CCC(=O)OCCc1scnc1C;CCC(=O)OCCc1c(C)ncs1;CCC(=O)OCCc1c(C)ncs1
109;109;101365;CCOC(=O)C1=CC=CC=C1NC;True;0.2665949886898401;0.4801745680516274;CCOC(=O)c1ccccc1NC;CCOC(=O)c1ccccc1NC;CCOC(=O)c1ccccc1NC
110;110;6501;CCOC(=O)C1C(O1)(C)C2=CC=CC=C2;True;0.0635636629394124;0.7750247592671993;CCOC(=O)C1OC1(C)c1ccccc1;CCOC(=O)C1OC1(C)c1ccccc1;CCOC(=O)C1OC1(C)c1ccccc1
111;111;6267;C(C(C(=O)O)N)C(=O)N;True;0.0213107196564672;0.9627773243281872;NC(=O)CC(N)C(=O)O;NC(=O)CC(N)C(=O)O;NC(=O)CC(N)C(=O)O
112;112;936;C1=CC(=CN=C1)C(=O)N;True;0.6545589179116637;0.4596482966985642;NC(=O)c1cccnc1;NC(=O)c1cnccc1;NC(=O)c1cnccc1
113;113;520148;CCC(C)C(=O)OCCC1=CC=CC=C1;True;0.0136241826052863;0.94756510229026;CCC(C)C(=O)OCCc1ccccc1;CCC(C)C(=O)OCCc1ccccc1;CCC(C)C(=O)OCCc1ccccc1
114;114;11969488;CCC=CCCC1CCCC(=O)O1;True;0.0156944607845177;0.9479940689901728;CCC=CCCC1CCCC(=O)O1;CCC=CCCC1CCCC(=O)O1;CCC=CCCC1CCCC(=O)O1
115;115;116625;CCCCCCCCCCCC=CC=O;True;0.3532303898312917;0.4809263376934464;CCCCCCCCCCCC=CC=O;CCCCCCCCCCCC=CC=O;CCCCCCCCCCCC=CC=O
116;116;24832089;CC1=C(C=CO1)SSSSC2=C(OC=C2)C;True;0.494592004299849;0.0231199170206523;Cc1occc1SSSSc1ccoc1C;Cc1c(SSSSc2c(C)occ2)cco1;Cc1c(SSSSc2c(C)occ2)cco1
117;117;7151;COC(=O)C1=CN=CC=C1;True;0.3817411729147305;0.4495845094875164;COC(=O)c1cccnc1;COC(=O)c1cnccc1;COC(=O)c1cnccc1
118;118;122594;CCCC1=NC=C(N=C1C)C;True;0.4987916452238021;0.2371566793237972;CCCc1ncc(C)nc1C;CCCc1ncc(C)nc1C;CCCc1ncc(C)nc1C
119;119;81263;CC(CCCC(=C)C)CCO;True;0.3879546823015336;0.4245785408762628;C=C(C)CCCC(C)CCO;C=C(C)CCCC(C)CCO;C=C(C)CCCC(C)CCO
120;120;251529;CC(=CCCC(C)(C=C)OC(=O)CC1=CC=CC=C1)C;True;0.2089252297960437;0.9696504041304854;C=CC(C)(CCC=C(C)C)OC(=O)Cc1ccccc1;C=CC(C)(CCC=C(C)C)OC(=O)Cc1ccccc1;C=CC(C)(CCC=C(C)C)OC(=O)Cc1ccccc1
121;121;12386;CCCCSSCCCC;True;0.4713521096905662;0.7021531301184561;CCCCSSCCCC;CCCCSSCCCC;CCCCSSCCCC
122;122;62661;CC(C)CC(CC1=CC=CC=C1)O;True;0.1648586936588682;0.8323634677120584;CC(C)CC(O)Cc1ccccc1;CC(C)CC(O)Cc1ccccc1;CC(C)CC(O)Cc1ccccc1
123;123;5961;C(CC(=O)N)C(C(=O)O)N;True;0.0382809978417547;0.5972074363339269;NC(=O)CCC(N)C(=O)O;NC(=O)CCC(N)C(=O)O;NC(=O)CCC(N)C(=O)O
124;124;31211;CC(=O)CCC1=CC(=C(C=C1)O)OC;True;0.0670422063324003;0.6997186884274709;COc1cc(CCC(C)=O)ccc1O;COc1c(O)ccc(CCC(C)=O)c1;COc1c(O)ccc(CCC(C)=O)c1
125;125;6437428;CC(=CCCC(=CCC1CCCC1=O)C)C;True;0.2411531780466701;0.8464334373936024;CC(C)=CCCC(C)=CCC1CCCC1=O;CC(C)=CCCC(C)=CCC1CCCC1=O;CC(C)=CCCC(C)=CCC1CCCC1=O
126;126;88290;CC(=O)CC(C)(C)S;True;0.2006938247493692;0.97451842401881;CC(=O)CC(C)(C)S;CC(=O)CC(C)(C)S;CC(=O)CC(C)(C)S
127;127;73750;CC(=O)SC;True;0.2267202255350362;0.9469794053558456;CSC(C)=O;CSC(C)=O;CSC(C)=O
128;128;57358374;CC1C(OC(O1)C2=CC(=C(C=C2)O)OC)C;True;0.1620776386110255;0.2874481555777073;COc1cc(C2OC(C)C(C)O2)ccc1O;COc1c(O)ccc(C2OC(C)C(C)O2)c1;COc1c(O)ccc(C2OC(C)C(C)O2)c1
129;129;23341028;CC(C)C1CCC(CC1=O)(C)S;True;0.2225531627627674;0.3856410002912329;CC(C)C1CCC(C)(S)CC1=O;CC(C)C1CCC(C)(S)CC1=O;CC(C)C1CCC(C)(S)CC1=O
130;130;11253924;CC(=CCCC(=CCOC(=O)C1=CC=CC=C1)C)C;True;0.179328138654514;0.8707839087927026;CC(C)=CCCC(C)=CCOC(=O)c1ccccc1;CC(C)=CCCC(C)=CCOC(=O)c1ccccc1;CC(C)=CCCC(C)=CCOC(=O)c1ccccc1
